Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),Density of all electrons_N+1_4(N),Density of Alpha electrons_N+1_4(N),Density of Beta electrons_N+1_4(N),Lagrangian kinetic energy G(r)_N+1_4(N),Hamiltonian kinetic energy K(r)_N+1_4(N),Potential energy density V(r)_N+1_4(N),Energy density E(r) or H(r)_N+1_4(N),Laplacian of electron density_N+1_4(N),Electron localization function (ELF)_N+1_4(N),Localized orbital locator (LOL)_N+1_4(N),Local information entropy_N+1_4(N),Sign(lambda2)*rho_N+1_4(N),Sign(lambda2)*rho with promolecular approximation_N+1_4(N),Average local ionization energy (ALIE)_N+1_4(N),Delta-g (under promolecular approximation)_N+1_4(N),Delta-g (under Hirshfeld partition)_N+1_4(N),ESP from nuclear charges_N+1_4(N),ESP from electrons_N+1_4(N),Total ESP_N+1_4(N),Density of all electrons_N-1_4(N),Density of Alpha electrons_N-1_4(N),Density of Beta electrons_N-1_4(N),Lagrangian kinetic energy G(r)_N-1_4(N),Hamiltonian kinetic energy K(r)_N-1_4(N),Potential energy density V(r)_N-1_4(N),Energy density E(r) or H(r)_N-1_4(N),Laplacian of electron density_N-1_4(N),Electron localization function (ELF)_N-1_4(N),Localized orbital locator (LOL)_N-1_4(N),Local information entropy_N-1_4(N),Sign(lambda2)*rho_N-1_4(N),Sign(lambda2)*rho with promolecular approximation_N-1_4(N),Average local ionization energy (ALIE)_N-1_4(N),Delta-g (under promolecular approximation)_N-1_4(N),Delta-g (under Hirshfeld partition)_N-1_4(N),ESP from nuclear charges_N-1_4(N),ESP from electrons_N-1_4(N),Total ESP_N-1_4(N),Density of all electrons_(N)-(N-1)_4(N),Density of all electrons_(N+1)-(N)_4(N),Density of all electrons_(N+1)-(N-1)_4(N),Density of Alpha electrons_(N)-(N-1)_4(N),Density of Alpha electrons_(N+1)-(N)_4(N),Density of Alpha electrons_(N+1)-(N-1)_4(N),Density of Beta electrons_(N)-(N-1)_4(N),Density of Beta electrons_(N+1)-(N)_4(N),Density of Beta electrons_(N+1)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N-1)_4(N),Potential energy density V(r)_(N)-(N-1)_4(N),Potential energy density V(r)_(N+1)-(N)_4(N),Potential energy density V(r)_(N+1)-(N-1)_4(N),Energy density E(r) or H(r)_(N)-(N-1)_4(N),Energy density E(r) or H(r)_(N+1)-(N)_4(N),Energy density E(r) or H(r)_(N+1)-(N-1)_4(N),Laplacian of electron density_(N)-(N-1)_4(N),Laplacian of electron density_(N+1)-(N)_4(N),Laplacian of electron density_(N+1)-(N-1)_4(N),Electron localization function (ELF)_(N)-(N-1)_4(N),Electron localization function (ELF)_(N+1)-(N)_4(N),Electron localization function (ELF)_(N+1)-(N-1)_4(N),Localized orbital locator (LOL)_(N)-(N-1)_4(N),Localized orbital locator (LOL)_(N+1)-(N)_4(N),Localized orbital locator (LOL)_(N+1)-(N-1)_4(N),Local information entropy_(N)-(N-1)_4(N),Local information entropy_(N+1)-(N)_4(N),Local information entropy_(N+1)-(N-1)_4(N),Sign(lambda2)*rho_(N)-(N-1)_4(N),Sign(lambda2)*rho_(N+1)-(N)_4(N),Sign(lambda2)*rho_(N+1)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N-1)_4(N),Average local ionization energy (ALIE)_(N)-(N-1)_4(N),Average local ionization energy (ALIE)_(N+1)-(N)_4(N),Average local ionization energy (ALIE)_(N+1)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N-1)_4(N),ESP from nuclear charges_(N)-(N-1)_4(N),ESP from nuclear charges_(N+1)-(N)_4(N),ESP from nuclear charges_(N+1)-(N-1)_4(N),ESP from electrons_(N)-(N-1)_4(N),ESP from electrons_(N+1)-(N)_4(N),ESP from electrons_(N+1)-(N-1)_4(N),Total ESP_(N)-(N-1)_4(N),Total ESP_(N+1)-(N)_4(N),Total ESP_(N+1)-(N-1)_4(N)
iproplatin-conf_8,-0.068266038,195.5642162,97.78210808,97.78210808,18.64727007,367514.2301,-367532.8774,-367514.2301,-1469982.332,0.9999990285,0.9990153018,-0.4940619736,-193.1627261,-193.1627261,13.8760091,0.04986302961,0.07109794286,2307554.517,-42.66309846,2307511.854,195.6448238,97.90417432,97.74064946,18.61342309,367672.1256,-367690.739,-367672.1256,-1470614.049,0.9999990333,0.9990177619,-0.4811271589,-193.157552,-193.157552,13.69186715,0.04955377036,0.07095064357,1370326.109,-42.84339955,1370283.265,195.5782028,97.78615001,97.7920528,18.65139596,367540.9085,-367559.5599,-367540.9085,-1470089.028,0.9999990283,0.9990152014,-0.5081883865,-193.1639877,-193.1639877,14.03210389,0.0497769736,0.07086974244,2769387.103,-42.50646184,2769344.596,-0.0139866000000097,0.0806076000000075,0.0666209999999978,-0.0040419299999996,0.1220662399999952,0.1180243099999955,-0.0099447199999929,-0.0414586200000002,-0.0514033399999931,-0.0041258899999974,-0.0338469799999998,-0.0379728699999972,-26.678400000033434,157.89550000004238,131.21710000000894,26.682499999995343,-157.86160000000382,-131.17910000000848,26.678400000033434,-157.89550000004238,-131.21710000000894,106.69599999999627,-631.7170000001788,-525.0210000001825,2.0000001654807417e-10,4.799999953064571e-09,4.999999969612645e-09,1.0039999998046056e-07,2.4601000000457063e-06,2.560500000026167e-06,0.0141264128999999,0.0129348146999999,0.0270612275999999,0.0012616000000207,0.0051740999999765,0.0064356999999972,0.0012616000000207,0.0051740999999765,0.0064356999999972,-0.1560947900000009,-0.184141949999999,-0.3402367399999999,8.605600999999491e-05,-0.0003092592499999,-0.00022320324,0.00022820042,-0.0001472992899999,8.09011300000051e-05,-461832.5860000001,-937228.408,-1399060.9940000002,-0.1566366200000004,-0.1803010900000003,-0.3369377100000008,-461832.7420000001,-937228.589,-1399061.331
iproplatin-conf_9,-0.0718730691,195.5613739,97.78068696,97.78068696,18.69611712,367508.9654,-367527.6615,-367508.9654,-1469961.077,0.9999990233,0.999012701,-0.4940341973,-193.1635375,-193.1635375,13.87332619,0.04989057522,0.07138932625,2503750.065,-42.55261015,2503707.512,195.6283516,97.88677388,97.74157767,18.67874194,367640.811,-367659.4898,-367640.811,-1470488.529,0.9999990263,0.9990141801,-0.4809681504,-193.158499,-193.158499,13.69010086,0.04924733208,0.07086563729,1453420.553,-42.73265613,1453377.82,195.5785744,97.78701554,97.79155885,18.69030653,367540.5878,-367559.2781,-367540.5878,-1470087.59,0.9999990242,0.999013152,-0.5081920642,-193.1650939,-193.1650939,14.03061925,0.05016159101,0.07151164835,3223275.237,-42.39462242,3223232.842,-0.0172005000000012,0.0669776999999953,0.049777199999994,-0.0063285800000016,0.1060869200000098,0.0997583400000081,-0.0108718900000042,-0.0391092899999989,-0.0499811800000031,0.0058105899999993,-0.0173751800000019,-0.0115645900000025,-31.62239999999292,131.84560000000056,100.22320000000764,31.616600000008475,-131.82829999999376,-100.21169999998529,31.62239999999292,-131.84560000000056,-100.22320000000764,126.5130000000354,-527.4520000000484,-400.939000000013,-8.999999634440313e-10,3.000000026176508e-09,2.1000000627324766e-09,-4.510000000124137e-07,1.4791000000347054e-06,1.0281000000222915e-06,0.0141578668999999,0.0130660468999999,0.0272239137999999,0.0015563999999983,0.0050384999999835,0.0065948999999818,0.0015563999999983,0.0050384999999835,0.0065948999999818,-0.1572930600000006,-0.1832253300000008,-0.3405183900000015,-0.00027101579,-0.0006432431399999,-0.00091425893,-0.0001223221,-0.0005236889599999,-0.0006460110599999,-719525.1720000003,-1050329.512,-1769854.684,-0.1579877300000021,-0.1800459800000027,-0.3380337100000048,-719525.3300000001,-1050329.692,-1769855.022
lobaplatin,-0.0901165258,195.4633488,97.7316744,97.7316744,18.68951037,367318.7633,-367337.4529,-367318.7633,-1469200.295,0.9999990224,0.9990122253,-0.6464684916,-193.1602793,-193.1602793,13.87521753,0.0506107956,0.07222956515,1700456.674,-39.13386725,1700417.54,195.5194711,97.80126615,97.71820495,18.66636366,367423.2209,-367441.8872,-367423.2209,-1469618.218,0.9999990257,0.999013919,-0.6302813664,-193.1610069,-193.1610069,13.74287314,0.05024144796,0.07199999525,1830175.144,-39.26374543,1830135.88,195.4434794,97.7161175,97.72736193,18.73630799,367279.6514,-367298.3877,-367279.6514,-1469043.661,0.9999990171,0.9990095868,-0.6634061803,-193.1633699,-193.1633699,14.03301415,0.05082981402,0.07233067002,2432887.477,-38.97722284,2432848.499,0.0198694000000045,0.0561222999999984,0.0759917000000029,0.015556900000007,0.0695917500000007,0.0851486500000078,0.0043124700000021,-0.0134694500000023,-0.0091569800000002,-0.0467976199999995,-0.0231467100000024,-0.069944330000002,39.11190000001807,104.45760000002338,143.56950000004144,-39.06519999995362,-104.43430000002265,-143.49949999997625,-39.11190000001807,-104.45760000002338,-143.56950000004144,-156.6339999998454,-417.9230000001844,-574.5570000000298,5.2999999944347564e-09,3.299999939976317e-09,8.599999934411073e-09,2.6385000000406222e-06,1.6937000000272209e-06,4.332200000067843e-06,0.0169376887,0.0161871251999999,0.0331248138999999,0.0030905999999788,-0.0007275999999762,0.0023630000000025,0.0030905999999788,-0.0007275999999762,0.0023630000000025,-0.1577966199999991,-0.1323443900000001,-0.2901410099999992,-0.00021901842,-0.00036934764,-0.00058836606,-0.00010110487,-0.0002295698999999,-0.0003306747699999,-732430.8029999998,129718.46999999996,-602712.3329999999,-0.1566444099999984,-0.1298781799999986,-0.286522589999997,-732430.9589999998,129718.33999999984,-602712.619
lobaplatin-conf_1,-0.0900545916,195.4636149,97.73180747,97.73180747,18.69436201,367315.5859,-367334.2803,-367315.5859,-1469187.566,0.9999990219,0.9990119713,-0.646471451,-193.1604142,-193.1604142,13.87251448,0.05103515246,0.072920665,1707535.072,-39.09145764,1707495.981,195.5181741,97.79416591,97.72400816,18.65157834,367415.3386,-367433.9901,-367415.3386,-1469586.748,0.9999990272,0.9990146883,-0.6302671308,-193.160868,-193.160868,13.7458063,0.05080781144,0.07275950865,1786841.666,-39.21571642,1786802.451,195.44762,97.71853254,97.72908742,18.72498254,367283.2371,-367301.9621,-367283.2371,-1469058.049,0.9999990184,0.9990102197,-0.6634528378,-193.1634223,-193.1634223,14.03057107,0.05138229762,0.07314295427,2419423.192,-38.93433589,2419384.257,0.0159949000000096,0.0545591999999999,0.0705541000000096,0.0132749300000085,0.062358439999997,0.0756333700000055,0.0027200500000077,-0.0077993100000099,-0.0050792600000022,-0.0306205300000002,-0.0427836699999986,-0.0734041999999988,32.34879999997793,99.75270000001184,132.10149999998976,-32.3181999999797,-99.70980000001146,-132.02799999999115,-32.34879999997793,-99.75270000001184,-132.10149999998976,-129.51699999999255,-399.181999999797,-528.6989999997895,3.499999956524391e-09,5.2999999944347564e-09,8.799999950959148e-09,1.7515999999329068e-06,2.716999999985425e-06,4.468599999918332e-06,0.0169813867999999,0.0162043202,0.033185707,0.0030081000000166,-0.0004538000000025,0.0025543000000141,0.0030081000000166,-0.0004538000000025,0.0025543000000141,-0.158056590000001,-0.1267081799999996,-0.2847647700000006,-0.00034714516,-0.0002273410199999,-0.00057448618,-0.00022228927,-0.0001611563499999,-0.00038344562,-711888.1199999999,79306.59400000004,-632581.5259999998,-0.1571217500000017,-0.1242587799999981,-0.2813805299999998,-711888.2760000003,79306.46999999997,-632581.8060000003
lobaplatin-conf_2,-0.0902518072,195.4630148,97.73150742,97.73150742,18.69301027,367315.183,-367333.8761,-367315.183,-1469185.96,0.999999022,0.9990120377,-0.646464778,-193.1604769,-193.1604769,13.87096198,0.0506265443,0.07229992041,1728040.723,-39.22311132,1728001.5,195.5241385,97.80301374,97.72112475,18.65770533,367429.0187,-367447.6765,-367429.0187,-1469641.444,0.9999990267,0.9990144151,-0.6303325941,-193.160856,-193.160856,13.74345716,0.05032368382,0.07211685782,1795419.67,-39.34788073,1795380.322,195.4455226,97.71715075,97.72837181,18.73409551,367280.0723,-367298.8064,-367280.0723,-1469045.353,0.9999990174,0.9990097208,-0.6634292032,-193.1635846,-193.1635846,14.02966007,0.05086898425,0.07242252906,2495837.514,-39.06544299,2495798.449,0.0174921999999924,0.061123699999996,0.0786158999999884,0.0143566699999979,0.0715063199999974,0.0858629899999954,0.003135610000001,-0.0103826699999984,-0.0072470599999974,-0.041085240000001,-0.0353049399999996,-0.0763901800000006,35.11070000001928,113.835699999996,148.94640000001527,-35.069699999992736,-113.80040000000736,-148.8701000000001,-35.11070000001928,-113.835699999996,-148.94640000001527,-140.60700000007637,-455.4839999999385,-596.0910000000149,4.600000047538799e-09,4.699999944790534e-09,9.299999992329331e-09,2.3169000000766715e-06,2.377399999975438e-06,4.6943000000521096e-06,0.0169644251999999,0.0161321839,0.0330966091,0.0031077000000152,-0.0003791000000035,0.0027286000000117,0.0031077000000152,-0.0003791000000035,0.0027286000000117,-0.1586980899999996,-0.1275048200000004,-0.2862029100000001,-0.0002424399499999,-0.00030286048,-0.0005453004299999,-0.00012260865,-0.0001830625899999,-0.0003056712399999,-767796.791,67378.94699999993,-700417.844,-0.1576683299999999,-0.1247694099999989,-0.2824377399999989,-767796.949,67378.82199999993,-700418.1270000001
lobaplatin-conf_3,-0.0902476415,195.4630431,97.73152155,97.73152155,18.69294895,367315.2343,-367333.9273,-367315.2343,-1469186.165,0.999999022,0.9990120411,-0.6464650923,-193.1604759,-193.1604759,13.87096567,0.05062649413,0.07229965195,1727923.012,-39.22304306,1727883.789,195.5241713,97.80303434,97.72113701,18.65764274,367429.0779,-367447.7355,-367429.0779,-1469641.681,0.9999990267,0.9990144187,-0.6303329547,-193.1608552,-193.1608552,13.74345836,0.05032355396,0.07211649555,1795331.546,-39.34782066,1795292.198,195.4455396,97.71715785,97.72838175,18.73406876,367280.1035,-367298.8376,-367280.1035,-1469045.478,0.9999990174,0.9990097224,-0.6634293952,-193.1635839,-193.1635839,14.02966832,0.05086897529,0.0724223192,2495722.17,-39.06537669,2495683.104,0.0175035000000036,0.061128200000013,0.0786317000000167,0.0143636999999898,0.0715127899999998,0.0858764899999897,0.0031397999999995,-0.0103845399999897,-0.0072447399999902,-0.0411198099999978,-0.0353062100000016,-0.0764260199999995,35.13079999998445,113.84359999996376,148.97439999994822,-35.089699999953154,-113.8082000000286,-148.89789999998175,-35.13079999998445,-113.84359999996376,-148.97439999994822,-140.68700000015087,-455.5160000000615,-596.2030000002123,4.600000047538799e-09,4.699999944790534e-09,9.299999992329331e-09,2.31870000000356e-06,2.377599999991986e-06,4.696299999995546e-06,0.0169643028999999,0.0161321376,0.0330964405,0.0031079999999974,-0.0003792999999916,0.0027287000000058,0.0031079999999974,-0.0003792999999916,0.0027287000000058,-0.1587026500000004,-0.1275073100000003,-0.2862099600000007,-0.00024248116,-0.0003029401699999,-0.0005454213299999,-0.0001226672499999,-0.0001831563999999,-0.0003058236499999,-767799.1579999998,67408.53399999999,-700390.6239999998,-0.1576663700000011,-0.1247775999999944,-0.2824439699999956,-767799.3149999997,67408.40899999999,-700390.9059999997
lobaplatin-conf_4,-0.0901150112,195.4633797,97.73168987,97.73168987,18.68942177,367318.8183,-367337.5077,-367318.8183,-1469200.515,0.9999990224,0.9990122302,-0.6464688356,-193.160278,-193.160278,13.87521742,0.05061026166,0.07222854591,1700337.122,-39.13385999,1700297.988,195.5195015,97.80128404,97.71821743,18.66628264,367423.2745,-367441.9408,-367423.2745,-1469618.433,0.9999990257,0.9990139235,-0.6302816997,-193.161006,-193.161006,13.74287008,0.05024080891,0.07199889219,1830102.605,-39.2637395,1830063.341,195.4434982,97.71612452,97.72737372,18.73625861,367279.6847,-367298.421,-367279.6847,-1469043.794,0.9999990171,0.9990095895,-0.6634063923,-193.1633691,-193.1633691,14.03302204,0.05082931263,0.0723297021,2432815.526,-38.97720655,2432776.549,0.0198814999999967,0.0561217999999996,0.0760032999999964,0.0155653500000028,0.069594170000002,0.0851595200000048,0.0043161499999939,-0.013472440000001,-0.009156290000007,-0.0468368400000009,-0.0231391300000005,-0.0699759700000015,39.133600000001024,104.45620000001507,143.5898000000161,-39.08670000004349,-104.43309999996563,-143.51980000000913,-39.133600000001024,-104.45620000001507,-143.5898000000161,-156.72099999990314,-417.9180000000633,-574.6389999999665,5.2999999944347564e-09,3.299999939976317e-09,8.599999934411073e-09,2.6407000000006065e-06,1.6932999999941245e-06,4.333999999994731e-06,0.0169375566999999,0.0161871358999999,0.0331246925999999,0.003091100000006,-0.0007279999999809,0.002363100000025,0.003091100000006,-0.0007279999999809,0.002363100000025,-0.1578046200000002,-0.1323473400000008,-0.2901519600000011,-0.0002190509699999,-0.00036945275,-0.00058850372,-0.00010115619,-0.00022965372,-0.00033080991,-732478.4040000001,129765.483,-602712.9210000001,-0.1566534399999994,-0.129879510000002,-0.2865329500000015,-732478.5610000002,129765.35300000012,-602713.2080000001
lobaplatin-conf_5,-0.0879572999,195.4641888,97.73209442,97.73209442,18.68379956,367320.5682,-367339.252,-367320.5682,-1469207.538,0.999999023,0.9990125339,-0.6464778328,-193.1601716,-193.1601716,13.87466109,0.05040849812,0.07196093834,1693387.552,-39.37637089,1693348.175,195.5138501,97.79260445,97.72124565,18.66380837,367414.2069,-367432.8707,-367414.2069,-1469582.172,0.9999990259,0.9990140066,-0.6302196733,-193.1609508,-193.1609508,13.74683399,0.05010061622,0.07175162127,1831845.275,-39.50200023,1831805.773,195.4460118,97.71750207,97.72850977,18.72564061,367284.1253,-367302.851,-367284.1253,-1469061.599,0.9999990183,0.9990101714,-0.6634347168,-193.1632092,-193.1632092,14.03215523,0.05067933196,0.07211056604,2400794.433,-39.21994867,2400755.213,0.0181769999999801,0.0496613000000252,0.0678383000000053,0.0145923500000009,0.0605100300000032,0.0751023800000041,0.0035846499999934,-0.0108487699999955,-0.007264120000002,-0.0418410499999986,-0.0199911899999989,-0.0618322399999975,36.44289999996545,93.63870000001045,130.08159999997588,-36.400999999954365,-93.61870000005,-130.01970000000438,-36.44289999996545,-93.63870000001045,-130.08159999997588,-145.93900000001304,-374.63400000007823,-520.5730000000913,4.699999944790534e-09,2.900000017902471e-09,7.599999962693005e-09,2.362499999963852e-06,1.4726999999492565e-06,3.835199999913108e-06,0.0169568839999999,0.0162581595,0.0332150435,0.0030375999999989,-0.0007791999999824,0.0022584000000165,0.0030375999999989,-0.0007791999999824,0.0022584000000165,-0.1574941400000007,-0.1278270999999993,-0.28532124,-0.0002708338399999,-0.0003078819,-0.0005787157399999,-0.0001496277,-0.00020931707,-0.00035894477,-707406.8810000003,138457.723,-568949.1580000003,-0.156422219999996,-0.1256293400000032,-0.2820515599999993,-707407.038,138457.598,-568949.44
lobaplatin-conf_6,-0.0874928796,195.464499,97.73224948,97.73224948,18.6805686,367316.5028,-367335.1834,-367316.5028,-1469191.289,0.9999990233,0.9990127071,-0.6464812812,-193.1600568,-193.1600568,13.87564911,0.0506700265,0.07238984656,1654290.208,-39.44047547,1654250.767,195.5225714,97.79681957,97.72575186,18.63448856,367424.1314,-367442.7659,-367424.1314,-1469621.988,0.9999990291,0.9990156271,-0.6303153945,-193.1606505,-193.1606505,13.74880285,0.05055725177,0.07232794992,1752927.82,-39.56468667,1752888.255,195.4411845,97.71502279,97.72616174,18.72387396,367270.3736,-367289.0974,-367270.3736,-1469006.599,0.9999990184,0.999010224,-0.6633803207,-193.163197,-193.163197,14.03319149,0.05095549956,0.0725603268,2355153.048,-39.28422677,2355113.764,0.0233144999999979,0.0580724000000145,0.0813869000000124,0.0172266899999868,0.0645700900000036,0.0817967799999905,0.0060877399999981,-0.0064976199999904,-0.0004098799999923,-0.0433053599999979,-0.0460800399999996,-0.0893853999999976,46.12920000002487,107.62859999999635,153.75780000002123,-46.08599999995204,-107.58250000001864,-153.66849999997066,-46.12920000002487,-107.62859999999635,-153.75780000002123,-184.69000000017692,-430.6989999997895,-615.3889999999665,4.899999961338608e-09,5.800000035804942e-09,1.0699999997143552e-08,2.483100000061356e-06,2.920000000017353e-06,5.403100000078709e-06,0.0168990394999999,0.0161658867,0.0330649262,0.00314019999999,-0.000593699999996,0.002546499999994,0.00314019999999,-0.000593699999996,0.002546499999994,-0.1575423800000006,-0.1268462599999988,-0.2843886399999995,-0.0002854730599999,-0.00011277473,-0.00039824779,-0.00017048024,-6.189664000000317e-05,-0.00023237688,-700862.8399999999,98637.61199999996,-602225.2279999999,-0.1562487000000061,-0.1242111999999977,-0.2804599000000038,-700862.997,98637.4879999999,-602225.5090000001
lobaplatin-conf_7,-0.0901139696,195.4634204,97.7317102,97.7317102,18.68929463,367318.8916,-367337.5809,-367318.8916,-1469200.809,0.9999990224,0.9990122373,-0.6464692879,-193.1602762,-193.1602762,13.87521501,0.05060899037,0.07222655705,1700209.956,-39.13378032,1700170.822,195.519527,97.80128885,97.71823818,18.66616381,367423.3196,-367441.9858,-367423.3196,-1469618.614,0.9999990257,0.99901393,-0.6302819803,-193.1610042,-193.1610042,13.74287019,0.05023941198,0.07199673977,1829956.731,-39.26366009,1829917.468,195.4435261,97.71613935,97.72738671,18.73614632,367279.7351,-367298.4713,-367279.7351,-1469043.996,0.9999990172,0.9990095957,-0.6634067059,-193.1633672,-193.1633672,14.03301407,0.05082820753,0.07232789346,2432527.112,-38.97713502,2432488.135,0.0198942999999758,0.0561066000000209,0.0760008999999968,0.0155708499999889,0.069578650000011,0.0851494999999999,0.0043234899999902,-0.0134720199999947,-0.0091485300000044,-0.0468516900000004,-0.0231308199999986,-0.0699825099999991,39.15649999998277,104.42800000001444,143.5844999999972,-39.10960000002524,-104.4049000000232,-143.51450000004843,-39.15649999998277,-104.42800000001444,-143.5844999999972,-156.81299999984913,-417.8050000001677,-574.6180000000168,5.200000097183022e-09,3.299999939976317e-09,8.500000037159339e-09,2.6415999999640505e-06,1.6927000000555026e-06,4.334300000019553e-06,0.0169374179999999,0.0161873075999999,0.0331247255999999,0.0030910000000119,-0.0007280000000093,0.0023630000000025,0.0030910000000119,-0.0007280000000093,0.0023630000000025,-0.1577990600000003,-0.1323448200000001,-0.2901438800000004,-0.00021921716,-0.0003695783899999,-0.00058879555,-0.0001013364099999,-0.00022981728,-0.00033115369,-732317.1560000002,129746.7749999999,-602570.3810000003,-0.156645300000001,-0.1298797700000022,-0.2865250700000032,-732317.3129999998,129746.64600000018,-602570.6669999997
nedaplatin,-0.1279815231,195.4089808,97.70449039,97.70449039,18.65303654,367193.6079,-367212.2609,-367193.6079,-1468699.819,0.9999990253,0.9990136943,-2.428114352,-193.1590365,-193.1590365,13.883622,0.05436591861,0.07579454268,1545801.028,-30.85107931,1545770.177,195.5478801,97.85560719,97.69227286,18.54178653,367447.7986,-367466.3404,-367447.7986,-1469717.027,0.9999990392,0.9990207307,-2.366890813,-193.1602088,-193.1602088,13.72724425,0.05443161795,0.07594685954,1724864.142,-31.00119286,1724833.141,195.3612223,97.67450088,97.68672141,18.76163442,367103.7547,-367122.5163,-367103.7547,-1468339.972,0.9999990131,0.9990075539,-2.49375254,-193.1624387,-193.1624387,14.06065072,0.0543735312,0.07578466707,2212330.133,-30.67662873,2212299.456,0.0477584999999862,0.1388992999999914,0.1866577999999776,0.0299895100000071,0.1511167999999969,0.1811063100000041,0.0177689799999996,-0.0122175300000009,0.0055514499999986,-0.1085978800000013,-0.1112500099999991,-0.2198478900000005,89.8532000000123,254.19069999997737,344.04389999998966,-89.74459999997634,-254.07949999999252,-343.8240999999689,-89.8532000000123,-254.19069999997737,-344.04389999998966,-359.8469999998342,-1017.2080000001006,-1377.0549999999348,1.2200000010231804e-08,1.3900000039868132e-08,2.6100000050099936e-08,6.140400000020918e-06,7.036399999993392e-06,1.317680000001431e-05,0.0656381879999998,0.0612235390000002,0.1268617270000001,0.0034021999999822,-0.001172299999979,0.0022299000000032,0.0034021999999822,-0.001172299999979,0.0022299000000032,-0.1770287199999991,-0.1563777500000007,-0.3334064699999999,-7.612589999997366e-06,6.569933999999583e-05,5.808674999999847e-05,9.875609999987487e-06,0.00015231686,0.0001621924699999,-666529.105,179063.11400000006,-487465.9909999999,-0.1744505799999984,-0.1501135500000003,-0.3245641299999988,-666529.2789999999,179062.96400000015,-487466.3149999997
nedaplatin-conf_1,-0.1279235152,195.4092401,97.70462003,97.70462003,18.65210714,367193.9988,-367212.6509,-367193.9988,-1468701.387,0.9999990254,0.9990137456,-2.428120985,-193.159023,-193.159023,13.88365294,0.05436105588,0.07578622419,1544572.929,-30.85177109,1544542.077,195.5481134,97.85573634,97.69237704,18.54097419,367448.144,-367466.685,-367448.144,-1469718.412,0.9999990392,0.9990207755,-2.366896667,-193.1601985,-193.1601985,13.72726069,0.05442670658,0.07593825377,1723876.685,-31.00190248,1723845.683,195.3613333,97.67453804,97.68679526,18.76105544,367103.876,-367122.637,-367103.876,-1468340.46,0.9999990132,0.9990075855,-2.493755437,-193.1624286,-193.1624286,14.06074521,0.05436813088,0.07577565148,2210735.476,-30.6772664,2210704.799,0.0479067999999927,0.1388733000000002,0.1867800999999929,0.0300819899999993,0.1511163100000061,0.1811983000000054,0.0178247700000042,-0.0122429900000042,0.0055817799999999,-0.1089483000000015,-0.1111329499999982,-0.2200812499999997,90.12280000001192,254.14519999996992,344.26799999998184,-90.01390000001993,-254.03409999998985,-344.0480000000098,-90.12280000001192,-254.14519999996992,-344.26799999998184,-360.9270000001416,-1017.0249999999068,-1377.9520000000484,1.2200000010231804e-08,1.3800000031594097e-08,2.60000000418259e-08,6.160099999985569e-06,7.029900000010692e-06,1.318999999999626e-05,0.0656344519999998,0.0612243180000002,0.1268587700000001,0.0034056000000077,-0.0011755000000164,0.0022300999999913,0.0034056000000077,-0.0011755000000164,0.0022300999999913,-0.177092270000001,-0.1563922499999996,-0.3334845200000007,-7.07499999999528e-06,6.56506999999959e-05,5.857570000000062e-05,1.0572710000003592e-05,0.00015202958,0.00016260229,-666162.5469999998,179303.75600000005,-486858.7909999997,-0.1745046899999991,-0.1501313899999985,-0.3246360799999976,-666162.7220000001,179303.6059999999,-486859.11600000015
